Field,Activity,Activity Description,Operation Seq,Component,Component Description,UOM,Quantity
G10,EGMD-M06-01,Job for Mech emergency diesel generator - 6 Monthly,30,1039203,"FILTER, TYPE OIL, MFG FLEETGUARD, P/N LF9009",EA,2
G10,EGMD-M06-01,Job for Mech emergency diesel generator - 6 Monthly,30,1039202,"FILTER, TYPE FUEL, MFG FLEETGUARD, P/N FF105D",EA,2
G10,CEDE-H750-02,Job for  Caterpillar engine model D399 - 750 hr service,40,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,2
G10,CEDE-H750-02,Job for  Caterpillar engine model D399 - 750 hr service,40,1036814,"FILTER, TYPE FUEL, MFG CATERPILLAR, P/N 1R-0724",EA,5
G10,CEDE-H1000-11,Job for  Caterpillar engine model 3512B - 1000hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H1000-11,Job for  Caterpillar engine model 3512B - 1000hr service,40,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H1000-11,Job for  Caterpillar engine model 3512B - 1000hr service,40,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,EGMD-Y01-03,Job for Mech emergency diesel generator - 1 Yearly,30,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,1
G10,EGMD-Y01-03,Job for Mech emergency diesel generator - 1 Yearly,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,76
G10,EGMD-Y01-03,Job for Mech emergency diesel generator - 1 Yearly,30,1039203,"FILTER, TYPE OIL, MFG FLEETGUARD, P/N LF9009",EA,2
G10,EGMD-Y01-03,Job for Mech emergency diesel generator - 1 Yearly,30,1039202,"FILTER, TYPE FUEL, MFG FLEETGUARD, P/N FF105D",EA,2
G10,CEDE-H1000-10,Job for  Caterpillar engine model D399 - 1000 hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H1000-10,Job for  Caterpillar engine model D399 - 1000 hr service,40,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,6
G10,CEDE-H1000-10,Job for  Caterpillar engine model D399 - 1000 hr service,40,1002602,"ELEMENT, FILTER,  TYPE FUEL/WATER SEPARATOR, SIZE 4.7 X 9.6 IN, FILTER RETENTION 30 MICRON, MATL MICRO-GLASS FIBRE, MFG PARKER, P/N 2020PM-OR",PCS,2
G10,CEDE-H1000-10,Job for  Caterpillar engine model D399 - 1000 hr service,40,1036814,"FILTER, TYPE FUEL, MFG CATERPILLAR, P/N 1R-0724",EA,4
G10,CEDE-H1000-10,Job for  Caterpillar engine model D399 - 1000 hr service,40,1037219,"FILTER, TYPE AIR-FILTER,  MFG CATERPILLAR, P/N 6L-4714",EA,2
G10,COSC-H4000-05,JOB FOR E&I AIR COMPRESSOR SULLAIR LS-16,30,1002812,"FILTER, TYPE ELEMENT OIL, MFG SULLIAR, P/N 250025-526",EA,1
G10,CEDE-H12000-06,Job for  Caterpillar engine model 3512B - 12000hr Topend Overhaul service,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H12000-06,Job for  Caterpillar engine model 3512B - 12000hr Topend Overhaul service,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,400
G10,CEDE-H12000-06,Job for  Caterpillar engine model 3512B - 12000hr Topend Overhaul service,30,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H12000-06,Job for  Caterpillar engine model 3512B - 12000hr Topend Overhaul service,30,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,CEDE-H12000-05,Job for  Caterpillar engine model D399 - 12000 hr Topend Overhaul service,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,1000
G10,CEDE-H12000-05,Job for  Caterpillar engine model D399 - 12000 hr Topend Overhaul service,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,2
G10,CEDE-H12000-05,Job for  Caterpillar engine model D399 - 12000 hr Topend Overhaul service,30,1036813,"FILTER, TYPE ENGINE OIL, MFG CATERPILLAR, P/N 1R-0659",EA,2
G10,CEDE-H12000-05,Job for  Caterpillar engine model D399 - 12000 hr Topend Overhaul service,30,1013453,"COOLANT, EXTENDED LIFE COOLANT WITH EMBITTERMENT, 200 LITER, MFG CATERPILLAR, P/N 365-8397",EA,5
G10,CEDE-H6000-08,Job for  Caterpillar engine model 3512B - 6000hr service,40,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,1.5
G10,CEDE-H6000-08,Job for  Caterpillar engine model 3512B - 6000hr service,40,1014173,"FILTER, FUEL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0756",EA,5
G10,CEDE-H6000-08,Job for  Caterpillar engine model 3512B - 6000hr service,40,1014174,"FILTER, OIL, CAT ENGINE 3516B, MFG CATERPILLAR, P/N 1R-0726",EA,3
G10,EGMD-Y03-01,Job for Mech emergency diesel generator - 3 Yearly,30,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,1
G10,EGMD-Y03-01,Job for Mech emergency diesel generator - 3 Yearly,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,76
G10,EGMD-Y03-01,Job for Mech emergency diesel generator - 3 Yearly,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,150
G10,EGMD-Y03-01,Job for Mech emergency diesel generator - 3 Yearly,30,1039203,"FILTER, TYPE OIL, MFG FLEETGUARD, P/N LF9009",EA,2
G10,EGMD-Y03-01,Job for Mech emergency diesel generator - 3 Yearly,30,1039202,"FILTER, TYPE FUEL, MFG FLEETGUARD, P/N FF105D",EA,2
G10,EGMD-Y06-01,Job for Mech emergency diesel generator - 6 Yearly,30,1002517,"ELEMENT, FILTER, TYPE OIL, SPIN-ON, SIZE 116.08 X 249.2MM., FILTER RETENTION 5 MICRON, MFG FLEETGUARD, P/N LF777",PCS,1
G10,EGMD-Y06-01,Job for Mech emergency diesel generator - 6 Yearly,30,1011761,"OIL, TYPE VECTOM LUBE, SAE 15W-40, SIZE 208L, MFG CASTROL, P/N 15W-40",DRM,76
G10,EGMD-Y06-01,Job for Mech emergency diesel generator - 6 Yearly,30,1013471,"COOLANT, ENGINE, TYPE EXTEND, ELI PREMIX, CONT CHANGE-OUT INTERVAL, MFG CATERPILLAR, P/N 375-8009",PAI,150
G10,EGMD-Y06-01,Job for Mech emergency diesel generator - 6 Yearly,30,1039203,"FILTER, TYPE OIL, MFG FLEETGUARD, P/N LF9009",EA,2
G10,EGMD-Y06-01,Job for Mech emergency diesel generator - 6 Yearly,30,1039202,"FILTER, TYPE FUEL, MFG FLEETGUARD, P/N FF105D",EA,2
G10,COSC-H8000-08,JOB FOR E&I AIR COMPRESSOR SULLAIR LS-16,30,1002615,"OIL, INDUSTRIAL, TYPE SULLUBE 32, VISC RTG 188, FLASH POINT 220DEG.C, 5 GALLON PER PAIL, MFG SULLAIR, P/N 250022-669",PAI,38
G10,EEBC-Y02-08,Job for Engine Starting Batteries Replacement (Lifetime base)- 2 Yearly Service,220,1013451,"BATTERY, STARTING, MFA200A, MFG CATERPILLAR, P/N 153-5710",EA,1
G11,WHCP-M01-01,Job for E&I Tech Wellhead control panel monthly service,40,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-M06-04,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,60,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-M06-04,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,240,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-M06-04,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,60,1010745,"OIL, HYDRAULIC,  VISC RTG 32, FLASH POINT 218 DEG.C, TELLUS S2 M32, CONTAINER DRUM/209L., MFG SHELL, P/N TELLUS S2 M32/209 L",DRM,0.2
G11,WHCP-M06-04,Job for E&I Tech Proserve  Wellhead Control Panel - 6 Monthly Service,240,1010745,"OIL, HYDRAULIC,  VISC RTG 32, FLASH POINT 218 DEG.C, TELLUS S2 M32, CONTAINER DRUM/209L., MFG SHELL, P/N TELLUS S2 M32/209 L",DRM,0.2
G11,WHCP-Y01-03,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,60,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-Y01-03,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,240,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-Y01-03,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,60,1010745,"OIL, HYDRAULIC,  VISC RTG 32, FLASH POINT 218 DEG.C, TELLUS S2 M32, CONTAINER DRUM/209L., MFG SHELL, P/N TELLUS S2 M32/209 L",DRM,0.2
G11,WHCP-Y01-03,Job for E&I Tech Proserve  Wellhead Control Panel - Annual Service,240,1010745,"OIL, HYDRAULIC,  VISC RTG 32, FLASH POINT 218 DEG.C, TELLUS S2 M32, CONTAINER DRUM/209L., MFG SHELL, P/N TELLUS S2 M32/209 L",DRM,0.2
G11,WHCP-Y02-02,Job for E&I Tech Smart Completion Wellhead Control Panel - 2 Yearly Service,50,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,WHCP-Y02-02,Job for E&I Tech Smart Completion Wellhead Control Panel - 2 Yearly Service,230,1002474,"OIL, TYPE TELLUS S2 M46, VISC RTG 37, FLASH POINT 220 DEG C, CONTAINER DRUM/209L, MFG SHELL, P/N TELLUS S2 M46/209 L",DRM,0.2
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,40,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,2
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,63,1013496,"ELEMENT, HYDRAULIC RETURN FILTER, WHP/WPP CRANE, MFG DONALDSON, P/N P560400",EA,1
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,110,1013485,"ELEMENT, PRIMARY FUEL FILTER, SET OF 2EACH, WHP/WPP CRANE, MFG DONALDSON, P/N P552341",EA,1
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,120,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,40,1013484,"ELEMENT, AIR CLEANER (WHP / WPP CRANE), MFG OIL STATES, P/N N46669-507",EA,2
G11,CEDE-H250-09,Job for Caterpillar Engine Model 3406 - 250 hr Service,50,1013450,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 18L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9900CI4",PAI,1
G11,EMAC-H8000-01,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 8000 hr or Annual Service,120,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0.2
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,40,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,2
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,63,1013496,"ELEMENT, HYDRAULIC RETURN FILTER, WHP/WPP CRANE, MFG DONALDSON, P/N P560400",EA,1
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,110,1013485,"ELEMENT, PRIMARY FUEL FILTER, SET OF 2EACH, WHP/WPP CRANE, MFG DONALDSON, P/N P552341",EA,1
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,120,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,40,1013484,"ELEMENT, AIR CLEANER (WHP / WPP CRANE), MFG OIL STATES, P/N N46669-507",EA,2
G11,CEDE-H3000-01,Job for Caterpillar Engine Model 3406 - 3000 hr Service,50,1013450,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 18L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9900CI4",PAI,1
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,40,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,2
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,63,1013496,"ELEMENT, HYDRAULIC RETURN FILTER, WHP/WPP CRANE, MFG DONALDSON, P/N P560400",EA,1
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,110,1013485,"ELEMENT, PRIMARY FUEL FILTER, SET OF 2EACH, WHP/WPP CRANE, MFG DONALDSON, P/N P552341",EA,1
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,120,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,40,1013484,"ELEMENT, AIR CLEANER (WHP / WPP CRANE), MFG OIL STATES, P/N N46669-507",EA,2
G11,CEDE-H5000-01,Job for Caterpillar Engine Model 3406 - 5000 hr Service,50,1013450,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 18L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9900CI4",PAI,1
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,40,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,2
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,63,1013496,"ELEMENT, HYDRAULIC RETURN FILTER, WHP/WPP CRANE, MFG DONALDSON, P/N P560400",EA,1
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,110,1013485,"ELEMENT, PRIMARY FUEL FILTER, SET OF 2EACH, WHP/WPP CRANE, MFG DONALDSON, P/N P552341",EA,1
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,120,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,40,1013484,"ELEMENT, AIR CLEANER (WHP / WPP CRANE), MFG OIL STATES, P/N N46669-507",EA,2
G11,CEDE-H6000-04,Job for Caterpillar Engine Model 3406 - 6000 hr Service,50,1013450,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 18L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9900CI4",PAI,1
G11,EMAC-H2000-03,Job for E&I Tech ABB  LV Motor Frame Size 315(Speed 3000 rpm)- 2000 hr Service,90,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,2
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,40,1007826,"ELEMENT, FILTER, TYPE AIR, AS-AIR, PRIMARY, MFG CATERPILLAR, P/N 4N-0015",EA,2
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,60,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,63,1013496,"ELEMENT, HYDRAULIC RETURN FILTER, WHP/WPP CRANE, MFG DONALDSON, P/N P560400",EA,1
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,110,1013485,"ELEMENT, PRIMARY FUEL FILTER, SET OF 2EACH, WHP/WPP CRANE, MFG DONALDSON, P/N P552341",EA,1
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,120,1007827,"FILTER, FUEL, MFG CATERPILLAR, P/N 1R-0749",EA,1
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,50,1004412,"OIL, ENGINE, SAE 15W-40, API CI-4, CONTAINER CAN 20L, MFG CUMMINS, P/N 20L-CI4",PAI,1
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,40,1013484,"ELEMENT, AIR CLEANER (WHP / WPP CRANE), MFG OIL STATES, P/N N46669-507",EA,2
G11,CEDE-H1000-03,Job for Caterpillar Engine Model 3406 - 1000 hr Service,50,1013450,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 18L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9900CI4",PAI,1
G11,EMAC-H4000-01,"Job for E&I Tech ABB L.V. Motor Frame Size 160 (Speed 3000 rpm) - 4,000 hr Service (Vertical Mounted) (WHP Closed Drains Pump Motor)",120,1011096,"GREASE, HIGH TEMPERATURE, TYPE NLGI GRADE 3 PREMIUM LITHIUM COMPLEX THICKENED BEARING GREASE, TEMP RATING 140 DEG C. 18 KG/PAIL, MFG MOBIL, P/N UNIREX N3",PAI,0
G11,CEDE-H500-06,Job for Mechanic Caterpillar Engine Model C32 - 500 hr Service,180,1013449,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 208L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9840",DRM,1
G11,CEDE-H500-06,Job for Mechanic Caterpillar Engine Model C32 - 500 hr Service,190,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H500-06,Job for Mechanic Caterpillar Engine Model C32 - 500 hr Service,200,1013461,"ELEMENT, FILTER FUEL/WATER SEPARATOR, CAT C32, MFG PARKER, P/N 2020TM-OR",EA,2
G11,CEDE-H500-06,Job for Mechanic Caterpillar Engine Model C32 - 500 hr Service,210,1013326,"FILTER, FUEL-ADVANCE (C32), MFG CATERPILLAR, P/N 1R-0755",EA,1
G11,CEDE-H500-06,Job for Mechanic Caterpillar Engine Model C32 - 500 hr Service,220,1013310,"FILTER, PRIMARY AIR (C32), MFG CATERPILLAR, P/N 269-7041",EA,2
G11,CEDE-H1000-04,Job for Mechanic Caterpillar Engine Model C32 - 1000 hr Service,50,1013310,"FILTER, PRIMARY AIR (C32), MFG CATERPILLAR, P/N 269-7041",EA,2
G11,CEDE-H1000-04,Job for Mechanic Caterpillar Engine Model C32 - 1000 hr Service,180,1013449,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 208L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9840",DRM,1
G11,CEDE-H1000-04,Job for Mechanic Caterpillar Engine Model C32 - 1000 hr Service,190,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H1000-04,Job for Mechanic Caterpillar Engine Model C32 - 1000 hr Service,200,1013461,"ELEMENT, FILTER FUEL/WATER SEPARATOR, CAT C32, MFG PARKER, P/N 2020TM-OR",EA,1
G11,CEDE-H1000-04,Job for Mechanic Caterpillar Engine Model C32 - 1000 hr Service,210,1013326,"FILTER, FUEL-ADVANCE (C32), MFG CATERPILLAR, P/N 1R-0755",EA,1
G11,CEDE-H3000-02,Job for Mechanic Caterpillar Engine Model C32 - 3000 hr Service,60,1013310,"FILTER, PRIMARY AIR (C32), MFG CATERPILLAR, P/N 269-7041",EA,2
G11,CEDE-H3000-02,Job for Mechanic Caterpillar Engine Model C32 - 3000 hr Service,190,1013449,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 208L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9840",DRM,1
G11,CEDE-H3000-02,Job for Mechanic Caterpillar Engine Model C32 - 3000 hr Service,200,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H3000-02,Job for Mechanic Caterpillar Engine Model C32 - 3000 hr Service,210,1013461,"ELEMENT, FILTER FUEL/WATER SEPARATOR, CAT C32, MFG PARKER, P/N 2020TM-OR",EA,1
G11,CEDE-H3000-02,Job for Mechanic Caterpillar Engine Model C32 - 3000 hr Service,220,1013326,"FILTER, FUEL-ADVANCE (C32), MFG CATERPILLAR, P/N 1R-0755",EA,1
G11,CEDE-H6000-05,Job for Mechanic Caterpillar Engine Model C32 - 6000 hr Service,60,1013310,"FILTER, PRIMARY AIR (C32), MFG CATERPILLAR, P/N 269-7041",EA,2
G11,CEDE-H6000-05,Job for Mechanic Caterpillar Engine Model C32 - 6000 hr Service,190,1013449,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 208L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9840",DRM,1
G11,CEDE-H6000-05,Job for Mechanic Caterpillar Engine Model C32 - 6000 hr Service,200,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
G11,CEDE-H6000-05,Job for Mechanic Caterpillar Engine Model C32 - 6000 hr Service,210,1013461,"ELEMENT, FILTER FUEL/WATER SEPARATOR, CAT C32, MFG PARKER, P/N 2020TM-OR",EA,1
G11,CEDE-H6000-05,Job for Mechanic Caterpillar Engine Model C32 - 6000 hr Service,220,1013326,"FILTER, FUEL-ADVANCE (C32), MFG CATERPILLAR, P/N 1R-0755",EA,1
G11,CEDE-H12000-02,Job for Mechanic Caterpillar Engine Model C32 - 12000 hr Service,60,1013310,"FILTER, PRIMARY AIR (C32), MFG CATERPILLAR, P/N 269-7041",EA,2
G11,CEDE-H12000-02,Job for Mechanic Caterpillar Engine Model C32 - 12000 hr Service,190,1013449,"OIL, CAT DEO SAE 15W-40, API CI-4 PLUS, SIZE 208L, FOR WHP/WPP GEN AND CRANE, MFG CATERPILLAR, P/N 3E9840",DRM,1
G11,CEDE-H12000-02,Job for Mechanic Caterpillar Engine Model C32 - 12000 hr Service,200,1013313,"FILTER, ENGINE OIL, ADVANCED EFFICIENCY (C32), MFG CATERPILLAR, P/N 1R-1808",EA,2
